,id,label,parent_label,description,smirks
370,RXNO:0000510,Benkeser reduction,hydrogenation,Addition of hydrogen atoms to unsaturated rings by means of alkali metals in low-molecular weight amines.,
371,RXNO:0000127,Balz-Schiemann reaction,aromatic substitution step,The conversion of an aromatic amine to the corresponding fluoride via the diazonium fluoroborate.,
372,RXNO:0000139,Gattermann reaction,formylation,The formylation of an arene with hydrogen cyanide to give an aryl aldehyde or ketone.,
373,RXNO:0000138,benzoin condensation,molecular skeleton joining reaction,A reaction between two aromatic aldehydes to give a benzoin (an alpha-hydroxyketone).,
374,RXNO:0000257,Criegee oxidation,cleaving reaction,"The oxidative cleavage of an alpha,beta-diol using lead tetraacetate to give the corresponding carbonyl compounds.",
375,RXNO:0000360,O-acylation to ester,O-acylation,An O-acylation reaction where an oxygen centre is acylated to result in an ester.,
376,RXNO:0000129,Ugi reaction,molecular dehydration reaction,"Reaction of a ketone or aldehyde, amine, an isocyanide and carboxylic acid to form a bisamide.",
377,RXNO:0000167,Fischer-Speier esterification,substitution step,The esterification of a carboxylic acid with an alcohol. Various Lewis acids or Bronsted acids may be used as catalyst.,
378,RXNO:0000116,"Nicholas reaction, nucleophilic carbon centre",carbon-carbon coupling reaction,"The reaction of a propargylic cation (stabilised with dicobalt octacarbonyl) with a nucleophilic carbon centre (on e.g. enolates, allyl silanes, ketones, electron-rich aromatics, beta-dicarbonyl compounds) to give a substituted alkyne.",
379,RXNO:0000042,Birch reduction,addition reaction step,Addition of hydrogen atoms to aromatic rings by means of alkali metals in liquid ammonia.,
380,RXNO:0000217,"Sakurai reaction, epoxide",Sakurai reaction,A ring-breaking reaction in which an epoxide reacts with allyltrimethylsilane to form a hydroxy alkene.,
381,RXNO:0000191,Nozaki-Hiyama-Kishi reaction,molecular skeleton joining reaction,"A coupling reaction of an aldehyde to an allyl, vinyl or aryl halide or triflate in the presence of chromium(II). It is catalysed by nickel.",
382,RXNO:0000414,haloethanoate ester-aldehyde Darzens reaction,Darzens reaction,A coupling of an aldehyde with an alpha-haloethanoate ester to form the next homologous aldehyde.,
383,RXNO:0000152,Eschenmoser-Claisen rearrangement,joining with rearrangement,"The coupling and subsequent [3,3]-sigmatropic rearrangement of an allylic alcohol and alpha,alpha-dialkoxy ethylamine to give a gamma,delta-unsaturated dialkyl amide.",
384,RXNO:0000327,benzylamine deprotection,hydrogenation,An amino group deprotection reaction where a benzylamine group is removed by hydrogenation.,
385,RXNO:0000487,molecular skeleton insertion objective,molecular skeleton joining objective,A molecular skeleton joining objective that is satisfied by a reaction in which one or more atoms are added to the middle of a chain.,
386,RXNO:0000485,protection objective,functional modification objective,A functional modification objective that is satisfied by protecting some functional group.,
387,RXNO:0000407,Appel iodination,Appel halogenation,Conversion of an alcohol to an alkyl iodide with triphenylphosphine and tetraiodomethane.,
388,RXNO:0000185,Willgerodt reaction,functional group modification,The conversion of an aryl alkyl ketone to an amide and/or an ammonium salt of a carboxylic acid using ammonium polysulfide. The carbonyl group of the product is always at the end of the alkyl chain.,
389,RXNO:0000279,"1,4-hydrovinylation",hydrovinylation,"The reaction of a 1,3-diene with an alkene to give a 1,4-diene, usually employing a cobalt-based catalyst (see Hilt and Luers, Synthesis, 2002, 609).",
390,RXNO:0000382,Demjanov rearrangement,rearrangement step,Substitution reaction of a primary amine via deazotisation to yield a mixture of the corresponding primary alcohol and secondary alcohol.,
391,RXNO:0000396,Larock indole synthesis,indole synthesis,"Palladium-catalysed synthesis of a 2,3-substituted indole by reaction of an ortho-iodoaniline with an internal alkyne.",
392,RXNO:0000068,semidine rearrangement,extrusion reaction,A rearrangement of a p-substituted hydrazobenzene to give a p-aminodiphenylamine.,
393,RXNO:0000083,Paternò–Büchi reaction,[2+2] cycloaddition,A photochemical cycloaddition between an aldehyde or ketone and an alkene to give an oxetane.,[C:1]=[O:2].[C:3]=[C:4]>>[C:1]1[O:2][C:3][C:4]1
394,RXNO:0000299,Vorbrueggen condensation,molecular skeleton joining reaction,The substitution of an acylated sugar with a silylated base to give a nucleoside.,
395,RXNO:0000513,Mumm rearrangement,rearrangement step,Rearrangement of an acyl imidate to form a carboximide.,[C:1][N:2]=[C:3]([C:4])[O:5][C:6](=[O:7])[C:8]>>[C:4][C:3](=[O:5])[N:2]([C:1])[C:6](=[O:7])[C:8]
396,RXNO:0000111,Grob fragmentation,fragmentation reaction,"The fragmentation of a molecule that takes place when an electron-donating fragment (X) and an electron-accepting fragment (X') are situated at positions 1 and 3 on an aliphatic chain, to give a cationic fragment, a neutral fragment (e.g. an alkene) and an anionic fragment.",
397,RXNO:0000067,benzidine rearrangement,extrusion reaction,A rearrangement of a hydrazobenzene to give a diaminobiphenyl compound.,
398,RXNO:0000040,Ullmann reaction,carbon-carbon homocoupling reaction,A carbon-carbon homocoupling reaction of an aryl halide mediated by copper.,
399,RXNO:0000384,cyclic alpha-haloketone Favorskii rearrangement,Favorskii rearrangement,Base-catalysed rearrangement of a cyclic alpha-haloketone to the ring-contracted cyclic carboxylic acid.,
400,RXNO:0000552,Leuckart aldehyde reaction,Leuckart reaction,Reductive amination of an aldehyde with ammonium formate or formamide to form an amine.,
401,RXNO:0000162,Paal-Knorr furan synthesis,oxacycle synthesis,"The cyclisation of a 1,4-dicarbonyl compound with an acid catalyst to give a furan.",O=[C:1]-[C:2]-[C:3]-[C:4]=O>>o1[c:1][c:2][c:3][c:4]1
402,RXNO:0000071,Edman degradation,terminal amino-acid residue cleaving reaction,"A cleaving reaction in which a peptide is treated with phenylisothiocyanate, removing the terminal amino acid group, to form the chain-shortened amine and a phenylthiohydantoin.",
403,RXNO:0000362,nitrile alcoholysis,oxidation,An oxidation reaction where a nitrile reacts with an alcohol to form an alkyl imidate.,
404,RXNO:0000281,alkyne metathesis,multiple-bond metathesis,"A joining reaction in which two carbon-carbon triple bonds are redistributed among two fragments, i.e. two alkynes. It is catalysed by a metal carbenoid, and proceeds via two four-membered intermediates (metallacyclobutenes). The reaction is driven by release of a low-MW alkyne.",
405,RXNO:0000526,Chichibabin pyridine synthesis,pyridine synthesis,Reaction of carbonyl compounds with ammonia or an amine to yield a pyridine.,
406,RXNO:0000276,Aufbau reaction,polymerisation reaction,"The insertion of alkenes (usually ethene) into the Al-C bond of an aluminium alkyl, to give a long-chain aluminium alkyl that can go on to react again, or can decompose into the corresponding terminal alkene. The addition of transition metals results in reliable production of high molecular weight polymers.",
407,RXNO:0000365,carboxylic acid to acid chloride conversion,functional group modification,A functional group modification where a carboxylic acid is converted to an acid chloride.,
408,RXNO:0000312,Clauson-Kaas reaction,ring rearrangement,"A ring rearrangement reaction where an amine reacts with a 2,5-dialkoxytetrahydrofuran to give a pyrrole.",
409,RXNO:0000305,seleno-Pummerer rearrangement,Pummerer rearrangement,The conversion of a selenoxide with an alpha-hydrogen to an alpha-subtituted selenoether.,
410,RXNO:0000287,Lindgren oxidation,functional group oxidation,The oxidation of an aldehyde to a carboxylic acid with chlorite.,
411,RXNO:0000250,Fritsch-Buttenberg-Wiechell rearrangement,rearrangement step,"The rearrangement of a 2-bromoalkene into an alkyne, mediated by strong base.",
412,RXNO:0000322,benzylamine protection,amino group protection,An amino group protection where the amino nitrogen atom is protected by reaction with benzylamine.,
413,RXNO:0000333,Sandmeyer halogenation,Sandmeyer reaction,An aromatic substitution reaction where an aryl diazonium salt reacts with a copper(I) halide to form an aromatic halide.,
414,RXNO:0000468,molecular substitution objective,functional modification objective,"A molecular transformation objective that is satisfied by a reaction in which one singly-bonded substituent, but not a hydrogen, is replaced by another singly-bonded substituent.",
415,RXNO:0000297,hydrotelluration,hydrometallation,"The reaction of a organotellurium hydride with an alkyne, to give a (usually (Z)-configured) vinyltellurium species.",
416,RXNO:0000291,hydroamination,addition reaction step,"The addition of the N-H bond of an amine across a double bond of an alkene or alkyne, to give a more substituted amine.",
417,RXNO:0000044,Knoevenagel condensation,decarboxylative condensation,A carbon-carbon coupling reaction of an aldehyde and a methylene compound.,
418,RXNO:0000421,Gattermann chlorination,Gattermann halogenation,A Gattermann halogenation where the aryl diazonium salt reacts with copper powder and hydrochloric acid to yield an aromatic chloride.,
419,RXNO:0000196,"Stevens rearrangement, sulfonium",Stevens rearrangement,"The 1,2-rearrangement of an alpha-methylene sulfonium salt to a sulfide in the presence of strong base.",
420,RXNO:0000467,Algar-Flynn-Oyamada reaction,oxacycle synthesis,A fused-ring-system formation reaction where a flavonol is produced by oxidation of a chalcone with alkaline hydrogen peroxide.,
421,RXNO:0000051,Wolff rearrangement,rearrangement step,"A rearrangement of a diazoketone to give a ketene, with the elimination of molecular nitrogen.",
422,RXNO:0000254,MacDonald condensation,fused-ring-system formation,"The reaction between a 1,9-diformyldipyrromethane and a dipyrromethane to give a porphodimethene.",
423,RXNO:0000151,Bellus-Claisen rearrangement,"[3,3]-sigmatropic rearrangement","The coupling and subsequent [3,3]-sigmatropic rearrangement of an allylic ether or allylic thioether or allylic amine and a ketene to give the corresponding gamma,delta-unsaturated carbonyl compound.",
424,RXNO:0000379,intermolecular Scholl reaction,molecular skeleton joining reaction,Scholl reaction between two aromatic molecules to form a single molecule.,
425,RXNO:0000058,Ritter reaction,functional group modification,"A reaction between an alcohol or alkene and a nitrile to give an amide, catalysed by a Bronsted acid.",
426,RXNO:0000554,Appel bromination with tetrabromomethane,Appel bromination,Conversion of an alcohol to an alkyl bromide with triphenylphosphine and tetrabromomethane.,
427,RXNO:0000014,Grignard reaction,molecular skeleton joining reaction,"A carbon-carbon coupling reaction where a Grignard reagent reacts with a compound containing an electrophilic carbon atom. A Grignard reagent is a magnesium-stabilised carbon nucleophile. An aldehyde leads to a secondary alcohol, a ketone leads to a tertiary alcohol, an ester leads to a ketone and a nitrile leads to a ketone.",
428,RXNO:0000141,Sharpless asymmetric epoxidation,oxacycle synthesis,"The epoxidation of an allylic alcohol to give a beta,gamma-epoxy alcohol, with control of absolute stereochemistry at the two new stereocentres. The oxidising agent is tert-butyl hydroperoxide, and the catalyst is a complex of titanium salt and optically active diethyl tartrate.",
429,RXNO:0000047,Oppenauer oxidation,functional group oxidation,"An oxidation of a secondary alcohol to a ketone involving an equilibrium between the alcohol and a reagent ketone present in excess, catalysed by a metal alkoxide.",
430,RXNO:0000480,Tebbe olefination,olefination,Reaction of an aldehyde or ketone or carboxylic ester or amide with the Tebbe reagent to yield an olefin or an enol ether or an enamine.,
431,RXNO:0000413,Zincke nitration,aromatic substitution step,Substitution of phenol ortho- or para-bromo or iodo groups by a nitro group on treatment with nitrous acid or a nitrite in acetic acid.,
432,RXNO:0000359,N-acylation to carbamate,N-acylation,An N-acylation reaction where a nitrogen centre is acylated to form a carbamate.,
433,RXNO:0000251,Stork-Wittig olefination,olefination,A carbon-carbon coupling reaction where an aldehyde reacts with a phosphonium salt to give a Z-iodoalkene. The reaction is mediated by sodium or potassium hexamethyldisilazide.,
434,RXNO:0000449,molecular ring breaking objective,molecular transformation objective,A molecular skeleton transformation objective that is satisfied by a reaction where the product has fewer rings than the reactants.,
435,RXNO:0000028,Cope rearrangement,"[3,3]-sigmatropic rearrangement","A [3,3]-sigmatropic rearrangement where a 1,5-hexadiene rearranges to form a 1,5-hexadiene.",
436,RXNO:0000544,Saegusa oxidation,molecular skeleton elimination reaction,"Reaction of silyl enol ethers with palladium acetate in acetonitrile to yield an alpha,beta-unsaturated ketone.",
437,RXNO:0000496,Barton-Zard reaction,pyrrole synthesis,Reaction of a nitroalkene with an alpha-isocyanoacetate to yield a substituted pyrrole.,
438,RXNO:0000137,Sonogashira coupling,palladium-catalysed carbon-carbon coupling reaction,A carbon-carbon coupling reaction where a terminal alkyne reacts with an aryl halide to give an aryl alkyne. It is catalysed by palladium.,
439,RXNO:0000222,Polonovski-Potier reaction,Polonovski reaction,"The reaction of a tertiary amine oxide with trifluoroacetic anhydride to give an N,N-disubstituted acetamide and an aldehyde.",
440,RXNO:0000200,1-aza-Cope rearrangement,aza-Cope rearrangement,"The rearrangement of a delta,epsilon-unsaturated imine to form a 3-aza-1,5-hexadiene.",
441,RXNO:0000328,silyl protection,O-silylation,A hydroxyl group protection where the hydroxyl oxygen atom is protected by formation of a silyl ether.,
442,RXNO:0000098,Glaser coupling,molecular skeleton joining reaction,A coupling reaction between two molecules of a terminal alkyne catalysed by Cu(I) salts.,
443,RXNO:0000292,hydroboration,addition reaction step,The addition of a boron hydride across a double bond of an alkene or alkyne. The boron usually adds to the less substituted carbon.,
444,RXNO:0000376,Eschweiler-Clarke methylation,functional group oxidation,N-methylation of a primary or secondary amine with formic acid and formaldehyde to yield a tertiary amine.,
445,RXNO:0000378,intramolecular Scholl reaction,ring formation reaction step,Scholl reaction within a single molecule to form a larger ring system.,
446,RXNO:0000339,alkene reduction to alkane,hydrogenation,A hydrogenation reaction where an alkene is reduced to an alkane.,
447,RXNO:0000137,Sonogashira coupling,molecular skeleton joining reaction,A carbon-carbon coupling reaction where a terminal alkyne reacts with an aryl halide to give an aryl alkyne. It is catalysed by palladium.,
448,RXNO:0000491,interrupted Nazarov cyclisation,ring formation reaction step,"Cyclisation of a propargyl alpha,beta-unsaturated ketone where the reactant rearranges to an allenyl vinyl ketone, followed by a Nazarov cyclisation in which a nucleophile 'intercepts' the intermediate carbocation to yield a cyclopentenone substituted at the alpha position opposite the double bond.",
449,RXNO:0000207,Strecker reaction,chain lengthening,"An addition reaction between a carbonyl compound, an inorganic cyanide and an ammonium salt, followed by hydrolysis, to give an alpha-amino carboxylic acid.",
450,RXNO:0000446,para-Fries rearrangement,Fries rearrangement,Rearrangement of the acyl group in a phenolate ester to the para-position.,
451,RXNO:0000490,functional oxidation objective,functional group modification objective,A functional group modification objective that is satisfied by a reaction in which a functional group is oxidised.,
452,RXNO:0000422,Gattermann bromination,Gattermann halogenation,A Gattermann halogenation where the aryl diazonium salt reacts with copper powder and hydrobromic acid to yield an aromatic bromide.,
453,RXNO:0000211,Tamao oxidation,substitution step,The stereospecific oxidation of a (halosilyl)alkane to the corresponding alcohol using potassium fluoride and hydrogen peroxide.,
454,RXNO:0000149,Ireland-Claisen rearrangement,"[3,3]-sigmatropic rearrangement","The enolisation and subsequent [3,3]-sigmatropic rearrangement of an allylic acetate to give a gamma,delta-unsaturated carboxylic acid.",
455,RXNO:0000372,heteroaryl N-arylation,N-arylation,An N-arylation reaction where the reactive centre is an azacycle ring nitrogen.,
456,RXNO:0000154,Swern oxidation,alcohol oxidation,The oxidation of a primary alcohol or secondary alcohol to an aldehyde or ketone respectively. Does not work with allylic or benzylic alcohols.,
457,RXNO:0000239,metalla-aza-Claisen rearrangement,rearrangement step,"The rearrangement of a 3-aza-4-metalla-1,5-hexadiene to form a delta,epsilon-unsaturated metallaimine.",
458,RXNO:0000158,Japp-Klingemann reaction,cleaving reaction,The reaction of a doubly activated methylene compound that has at least one carbonyl substituent with an aryl azide to give a hydrazone. Usually there is concomitant cleaving and oxidation of one of the carbonyl substituents.,
459,RXNO:0000379,intermolecular Scholl reaction,Scholl reaction,Scholl reaction between two aromatic molecules to form a single molecule.,
460,RXNO:0000463,molecular fragmentation objective,molecular skeleton cleaving objective,A molecular transformation objective that is satisfied by a reaction in which the parent molecule breaks up into three or more products.,
461,RXNO:0000537,Quelet reaction,functional group addition step,Reaction of an aliphatic aldehyde with a phenolic ether and hydrochloric acid to yield an alpha-chloroalkylphenolic ether.,
462,RXNO:0000045,Friedel-Crafts acylation,Friedel-Crafts reaction,A carbon-carbon coupling reaction between an arene and a carbonyl compound (usually an acyl halide) to give an aryl ketone. The reaction is catalysed by a Lewis acid.,[c:1].[C:2]=[O:3]>>[c:1][C:2]=[O:3]
463,RXNO:0000337,nitro reduction to amine,functional group modification,A reduction reaction where a nitro group is reduced to an amino group.,[N:1](=O)O>>[N&X3;H2:1]
464,RXNO:0000053,Bischler-Napieralski reaction,fused-ring-system formation,"A cyclodehydration of a beta-phenethylamide to give a 3,4-dihydroisoquinoline.",
465,RXNO:0000141,Sharpless asymmetric epoxidation,epoxidation,"The epoxidation of an allylic alcohol to give a beta,gamma-epoxy alcohol, with control of absolute stereochemistry at the two new stereocentres. The oxidising agent is tert-butyl hydroperoxide, and the catalyst is a complex of titanium salt and optically active diethyl tartrate.",
466,RXNO:0000523,Bischler-Möhlau indole synthesis,indole synthesis,Reaction of a terminal hydroxyketone or terminal halogenoketone with an aromatic amine to yield a 2-substituted indole.,
467,RXNO:0000300,thiol-ene reaction,molecular skeleton joining reaction,The addition of a thiol across the double bond of an alkene to give a thioether.,
468,RXNO:0000441,molecular rearrangement objective,molecular transformation objective,A molecular transformation specification that specifies that the number of rings and number of skeletal atoms should be preserved and that one or more atoms or groups of atoms move from one atom to another.,
469,RXNO:0000415,haloethanoate ester-ketone Darzens reaction,Darzens reaction,A coupling of a ketone with an alpha-haloethanoate ester to replace the oxo group with a formyl group.,
470,RXNO:0000223,Menshutkin reaction,functional group oxidation,The alkylation of a tertiary amine with an alkyl halide to the corresponding ammonium salt.,
471,RXNO:0000471,Allan-Robinson isoflavone synthesis,Allan-Robinson reaction,Reaction of ortho-hydroxyaryl ketones with aromatic carboxylic acid anhydrides to yield an isoflavone.,
472,RXNO:0000464,Pauson-Khand reaction,[2+2+1] cycloaddition,"A [2+2+1] cycloaddition between an alkyne, an alkene and carbon monoxide to form an alpha-beta-unsaturated cyclopentenone.",
473,RXNO:0000208,aromatic Claisen rearrangement,rearrangement step,"The [3,3]-sigmatropic rearrangement, and subsequent re-aromatisation, of an allyl aryl ether to give an ortho-allyl phenol.",
474,RXNO:0000411,Hofmann reaction,end-of-chain chain shortening,Conversion of a primary carboxylic amide to the lower homologue primary amine. The first step is the Hofmann rearrangement,
475,RXNO:0000506,Nef synthesis,molecular skeleton joining reaction,Reaction of an aldehyde or ketone with a sodium acetylide to yield a propargyl alcohol.,
476,RXNO:0000426,aldehyde Barbier reaction,Barbier reaction,A joining reaction between an aldehyde and an alkyl halide or aryl halide or vinyl halide or allyl halide in the presence of metal to give a secondary alcohol.,
477,RXNO:0000253,Cadogan coupling,carbon-carbon coupling reaction,The arylation of an arylamine mediated by isopentyl nitrite.,
478,RXNO:0000391,Knorr pyrazole synthesis,molecular dehydration reaction,"Synthesis of a pyrazole by condensation of a 1,3-dicarbonyl compound with a hydrazine, hydrazide, semicarbazide or aminoguanidine.",
479,RXNO:0000029,oxy-Cope rearrangement,"[3,3]-sigmatropic rearrangement","A [3,3]-sigmatropic rearrangement of a 3-hydroxy-1,5-hexadiene rearranges to form a 5,6-unsaturated carbonyl compound.",
480,RXNO:0000384,cyclic alpha-haloketone Favorskii rearrangement,ring contraction,Base-catalysed rearrangement of a cyclic alpha-haloketone to the ring-contracted cyclic carboxylic acid.,
481,RXNO:0000374,Chan-Lam coupling,arylation,"Arylation of an amine or an alcohol with an arylboronic acid, stannane or siloxane in air with a copper acetate catalyst.",
482,RXNO:0000435,methyl ester deprotection,carboxy group deprotection,A deprotection reaction where the reactant is a methyl ester and the product is a carboxylic acid.,
483,RXNO:0000538,Chugaev reaction,molecular skeleton elimination reaction,Elimination of a water molecule from a secondary alcohol to yield an olefin.,
484,RXNO:0000255,Zweifel diene synthesis,carbon-carbon homocoupling reaction,The carbon-carbon homocoupling reaction of a pair of alkyne molecules using a borane and iodine. The reaction proceeds via a borane intermediate.,
485,RXNO:0000380,Robinson annulation,fused-ring-system formation,Reaction of a cyclohexanone with methyl vinyl ketone to form a fused-ring cyclohexenone. It is a Michael reaction followed by an intramolecular aldol condensation.,
486,RXNO:0000532,Borsche-Drechsel cyclisation,carbazole synthesis,Rearrangement of a cyclohexanone phenylhydrazone followed by oxidation to yield a carbazole.,
487,RXNO:0000353,alcohol oxidation to carboxylic acid,alcohol oxidation,An alcohol oxidation where the alcohol centre is replaced with a carboxy group.,
488,RXNO:0000404,oxa-Pictet-Spengler reaction,condensation reaction,"Cyclisation-condensation of a beta-arylethanol with an aldehyde to yield an ortho-,peri-fused aryl-oxacycle.",
489,RXNO:0000541,palladium-catalysed Kumada coupling,Kumada coupling,A cross-coupling reaction between a Grignard reagent and an activated (aryl or vinyl) halide or triflate. The reaction is catalysed by a palladium catalyst.,
490,RXNO:0000173,"Schmidt rearrangement, alkene",molecular skeleton insertion reaction,The reaction of an alkene with hydrazoic acid with rearrangement to form an imide.,
491,RXNO:0000151,Bellus-Claisen rearrangement,joining with rearrangement,"The coupling and subsequent [3,3]-sigmatropic rearrangement of an allylic ether or allylic thioether or allylic amine and a ketene to give the corresponding gamma,delta-unsaturated carbonyl compound.",
492,RXNO:0000237,Blaise reaction,carbon-carbon coupling reaction,"The coupling of an alpha-bromo ester with a nitrile to give a beta-ketoester, in the presence of zinc.",
493,RXNO:0000089,Meerwein-Ponndorf-Verley reduction,functional group reduction,"A reduction of an aldehyde or ketone to an alcohol involving an equilibrium between the aldehyde or ketone and a reagent alcohol present in excess, catalysed by a metal alkoxide. This reaction is the reverse of the Oppenauer oxidation (RXNO:0000047).",
494,RXNO:0000486,molecular skeleton elimination objective,functional modification objective,"A functional modification objective that is satisfied by a reaction in which two or more groups of atoms are removed from the molecule, resulting in a change of skeletal bond order.",
